MWSC,Name,Type,n_Type,RAJ2000,DEJ2000,GLON,GLAT,r0,r1,r2,pmRA,pmDE,RV,e_RV,o_RV,N1sr0,N1sr1,N1sr2,d,E(B-V),MOD,E(J-Ks),E(J-H),dH,logt,e_logt,Nt,SType,[Fe/H],e_[Fe/H],o_[Fe/H],Simbad,
142,Berkeley_5       , , ,26.925,62.933,129.277,0.753,0.022,0.05,0.08,0.11,-2.78,       ,        ,0,5,22,36,6000,1.399,14.341,0.672,0.448,0.05,8.83,       ,    ,   ,        ,       ,0,Simbad,
143,Collinder_21     ,r,o,27.54,27.115,138.704,-33.956,0.05,0.16,0.36,-2.3,-3.9,       ,        ,0,4,13,62,1400,0.2,10.795,0.096,0.064,0.01,9.393,0.099,3,ast,        ,       ,0,Simbad,
145,Berkeley_6       , , ,27.825,61.06,130.107,-0.978,0.025,0.07,0.15,-1.29,-3.22,       ,        ,0,16,52,168,2500,0.781,12.241,0.375,0.25,0,8.6,       ,    ,   ,        ,       ,0,Simbad,
146,IC_166           , , ,28.095,61.865,130.045,-0.165,0.04,0.125,0.245,-4.52,-1.27,-36.7,4.04,4,42,205,566,4801,0.849,13.68,0.408,0.272,0,9,0.011,78,   ,-0.178,0.2,4,Simbad,
147,Stock_4          , , ,28.282,57.01,131.283,-4.861,0.035,0.095,0.21,0.93,0.49,       ,        ,0,8,28,120,900,0.05,9.787,0.024,0.016,-0.02,8.6,       ,    ,   ,        ,       ,0,Simbad,
148,ESO_245-09       ,r,o,28.429,-45.92,273.718,-67.514,0.025,0.23,0.37,4.1,2.1,       ,        ,0,1,27,51,1380,0.312,10.8,0.15,0.1,0,9.055,0.071,3,rem,        ,       ,0,Simbad,
149,Berkeley_7       , , ,28.545,62.37,130.13,0.375,0.025,0.045,0.11,-4.3,-1.95,       ,        ,0,22,45,144,2600,0.799,12.332,0.384,0.256,-0.015,7.25,       ,    ,   ,        ,       ,0,Simbad,
150,Czernik_5        , , ,28.927,61.354,130.552,-0.567,0.018,0.045,0.09,-3.13,-3.18,       ,        ,0,12,40,102,2400,1.099,12.255,0.528,0.352,-0.02,8.615,       ,    ,   ,        ,       ,0,Simbad,
151,NGC_752          , , ,29.272,37.79,136.994,-23.286,0.1,0.65,1.4,8.36,-12.1,4.7,0.75,15,4,180,402,450,0.04,8.279,0.019,0.013,-0.03,9.13,       ,    ,   ,-0.088,0.07,16,Simbad,
152,IRAS_01546+6319  , , ,29.332,63.49,130.201,1.549,0.05,0.18,0.39,-3.17,-1.04,       ,        ,0,13,93,378,2400,2.301,12.641,1.105,0.737,0.1,6.59,       ,    ,emb,        ,       ,0,Simbad,
153,NGC_744          , , ,29.644,55.478,132.401,-6.158,0.04,0.195,0.345,-0.3,-3.92,       ,        ,0,19,243,629,1382,0.381,10.825,0.183,0.122,-0.02,8.375,       ,    ,   ,        ,       ,0,Simbad,
154,NGC_743          , , ,29.655,60.157,131.198,-1.636,0.025,0.09,0.17,-1.81,-2.77,-6.5,4.5,2,9,64,215,1100,0.45,10.352,0.216,0.144,-0.03,8.29,0.09,3,dub,        ,       ,0,Simbad,
156,ASCC_7           , , ,29.775,58.925,131.575,-2.81,0.035,0.09,0.18,1.94,-1.21,-49,10,1,17,70,254,2000,0.45,11.65,0.216,0.144,0,7.4,       ,    ,   ,        ,       ,0,Simbad,
157,FSR_0558         , , ,30.13,67.803,129.401,5.8,0.013,0.065,0.1,-2.89,-1.47,       ,        ,0,6,37,66,2501,0.999,12.312,0.48,0.32,0,8.8,       ,    ,   ,        ,       ,0,Simbad,
158,Berkeley_8       , , ,30.352,75.493,127.365,13.224,0.02,0.125,0.24,1.73,-1.85,       ,        ,0,7,92,212,5001,0.4,13.624,0.192,0.128,-0.01,9.3,       ,    ,   ,        ,       ,0,Simbad,
159,Czernik_6        , , ,30.48,62.85,130.869,1.066,0.013,0.05,0.115,-3.85,0.05,       ,        ,0,2,18,77,1391,0.26,10.8,0.125,0.083,-0.02,7.98,       ,    ,   ,        ,       ,0,Simbad,
160,FSR_0555         ,r,o,30.705,70.696,128.809,8.64,0.01,0.053,0.085,2.27,-3.16,       ,        ,0,1,14,27,2200,1.099,12.066,0.528,0.352,-0.01,7.8,       ,    ,   ,        ,       ,0,Simbad,
162,Czernik_7        , , ,30.754,62.253,131.152,0.526,0.03,0.065,0.12,-4.16,-1.91,       ,        ,0,9,22,55,3001,0.6,12.579,0.288,0.192,-0.015,9.116,0.017,10,   ,        ,       ,0,Simbad,
163,Stock_5          , , ,31.135,64.355,130.736,2.593,0.02,0.115,0.24,1.12,-1.16,-19.3,0.7,2,4,65,233,1100,0.489,10.364,0.235,0.157,-0.015,7.7,       ,    ,   ,        ,       ,0,Simbad,
164,FSR_0532         ,r,o,31.297,81.204,125.857,18.751,0.035,0.1,0.18,-0.85,-1.72,       ,        ,0,3,17,43,2589,0.416,12.2,0.2,0.133,0,9.15,       ,    ,   ,        ,       ,0,Simbad,
165,SAI_16           , , ,31.413,62.265,131.443,0.623,0.012,0.045,0.09,-0.31,-1.42,       ,        ,0,4,29,78,4739,0.999,13.7,0.48,0.32,-0.03,9.15,       ,    ,   ,        ,       ,0,Simbad,
166,FSR_0561         , , ,31.474,67.745,129.908,5.884,0.015,0.08,0.135,-3.1,-1.04,       ,        ,0,3,19,38,1466,2.082,11.501,1,0.667,0.09,8.24,0.07,6,   ,        ,       ,0,Simbad,
167,Riddle_4         , , ,31.86,60.271,132.22,-1.226,0.02,0.04,0.083,1.01,-1.1,       ,        ,0,15,23,65,2200,1.049,12.05,0.504,0.336,0,7.35,       ,    ,   ,        ,       ,0,Simbad,
168,IRAS_02044+6031  , , ,32.032,60.75,132.162,-0.743,0.03,0.145,0.27,0.95,-1.43,-58,        ,0,5,62,168,2735,1.135,12.55,0.545,0.364,0.03,6.25,       ,    ,emb,        ,       ,0,Simbad,
171,IRAS_02054+6011  , , ,32.175,60.437,132.321,-1.022,0.025,0.075,0.125,1.06,-2.72,       ,        ,0,4,40,92,2726,1.312,12.6,0.63,0.42,0.025,6.8,       ,    ,emb,        ,       ,0,Simbad,
172,FSR_0616         ,r,o,33.39,44.74,137.925,-15.731,0.015,0.06,0.115,2.5,-3.77,       ,        ,0,1,14,46,1530,0.239,11.001,0.115,0.077,0.01,9.23,       ,    ,   ,        ,       ,0,Simbad,
173,Stock_2          , , ,33.66,59.44,133.334,-1.744,0.15,0.925,1.7,16.13,-14.5,1.8,1.82,27,29,366,661,400,0.339,8.12,0.163,0.109,-0.01,8.44,       ,    ,   ,-0.14,0.2,2,Simbad,
174,IRAS_02130+5509  ,r,o,34.14,55.397,134.877,-5.492,0.01,0.03,0.05,0.72,-0.67,       ,        ,0,4,8,16,2500,0.799,12.247,0.384,0.256,0,8,       ,    ,irc,        ,       ,0,Simbad,
175,NGC_869          , , ,34.74,57.145,134.616,-3.731,0.06,0.24,0.535,-2.81,0.05,-41.8,1.57,24,51,630,2233,2300,0.521,11.976,0.25,0.167,0,7.28,       ,    ,ass,-0.3,       ,0,Simbad,
176,Basel_10         ,r,c,34.873,58.304,134.297,-2.615,0.01,0.03,0.075,-0.75,1.62,-32.1,0.77,1,3,10,61,2000,0.77,11.753,0.37,0.247,0,7.6,       ,    ,   ,        ,       ,0,Simbad,
177,Berkeley_63      , , ,34.899,63.73,132.497,2.504,0.015,0.045,0.11,-2.6,2.98,       ,        ,0,3,16,72,3991,0.916,13.3,0.44,0.293,0,8.9,       ,    ,   ,        ,       ,0,Simbad,
178,FSR_0578         ,r,o,35.016,61.102,133.428,0.046,0.02,0.06,0.1,2.22,-2.11,       ,        ,0,2,13,20,2668,1.457,12.6,0.7,0.467,0.035,8.985,0.012,4,irc,        ,       ,0,Simbad,
179,SAI_17           , , ,35.212,59.2,134.161,-1.712,0.012,0.04,0.08,0.03,-0.32,       ,        ,0,4,22,51,4000,1.049,13.348,0.504,0.336,0,8.9,       ,    ,   ,        ,       ,0,Simbad,
180,ASCC_8           , , ,35.19,59.69,133.985,-1.255,0.04,0.115,0.24,-0.82,0.19,-12.9,        ,1,17,87,346,1801,0.6,11.471,0.288,0.192,0,7.77,       ,1,   ,        ,       ,0,Simbad,
182,Berkeley_64      , , ,35.415,65.89,131.972,4.611,0.015,0.06,0.107,-2.19,2.38,       ,        ,0,4,37,90,4801,0.899,13.696,0.432,0.288,-0.01,9,       ,    ,   ,-0.61,       ,0,Simbad,
184,NGC_884          , , ,35.512,57.145,135.012,-3.59,0.05,0.175,0.44,-4,1.65,-43.6,0.94,15,38,311,1609,2345,0.56,12.031,0.269,0.179,0,7.2,       ,    ,ass,-0.3,       ,0,Simbad,
186,NGC_886          , , ,35.862,63.755,132.889,2.673,0.03,0.08,0.17,-1.47,0.52,       ,        ,0,8,40,145,1000,0.5,10.161,0.24,0.16,-0.03,8.75,       ,    ,   ,        ,       ,0,Simbad,
192,IRAS_02232+6138  , , ,36.642,61.988,133.847,1.146,0.03,0.115,0.19,-0.85,1.3,-47.1,        ,1,3,31,79,1835,1.187,11.7,0.57,0.38,-0.02,6.85,       ,    ,emb,        ,       ,0,Simbad,
193,FSR_0584         , , ,36.802,61.628,134.047,0.837,0.012,0.05,0.093,1.19,0.55,       ,        ,0,2,11,19,2009,1.041,11.85,0.5,0.333,-0.06,9.1,       ,    ,irc,        ,       ,0,Simbad,
196,FSR_0591         , , ,36.915,58.758,135.139,-1.818,0.015,0.055,0.1,-0.98,1.52,       ,        ,0,4,25,64,2297,0.604,12,0.29,0.193,-0.01,6.85,       ,    ,irc,        ,       ,0,Simbad,
199,Tombaugh_4       , , ,37.29,61.785,134.205,1.068,0.03,0.07,0.12,0.91,-2.72,       ,        ,0,30,61,105,3700,1.249,13.243,0.6,0.4,-0.005,8.64,       ,    ,   ,        ,       ,0,Simbad,
200,Teutsch_55       , , ,37.35,62.07,134.127,1.343,0.018,0.065,0.115,-0.2,-2.63,       ,        ,0,5,50,101,2006,0.895,11.8,0.43,0.287,0.03,8.735,       ,    ,   ,        ,       ,0,Simbad,
201,FSR_0568         , , ,37.23,72.19,130.308,10.726,0.017,0.06,0.16,-2.46,0.28,       ,        ,0,4,22,110,2301,0.96,12.118,0.461,0.307,0.03,9,0.029,6,   ,        ,       ,0,Simbad,
202,Stock_7          , , ,37.432,60.675,134.679,0.061,0.012,0.08,0.145,-2.38,-1.33,-3.7,6.33,3,2,43,97,850,0.531,9.818,0.255,0.17,-0.04,7.8,       ,    ,   ,        ,       ,0,Simbad,
203,FSR_0617         ,r,o,37.417,51.895,137.941,-8.095,0.02,0.05,0.09,1.73,0.53,       ,        ,0,6,15,38,4000,0.279,13.1,0.134,0.089,-0.01,9.25,       ,    ,   ,        ,       ,0,Simbad,
204,FSR_0596         ,r,o,37.432,58.1,135.632,-2.331,0.02,0.065,0.135,-1.49,2.97,-52,6.8,1,6,47,132,1417,0.521,10.924,0.25,0.167,-0.02,9.15,       ,    ,irc,        ,       ,0,Simbad,
206,FSR_0620         , , ,37.672,51.805,138.122,-8.119,0.02,0.08,0.18,-2.09,1.12,       ,        ,0,4,36,151,2200,0.57,11.896,0.274,0.183,0.01,8.84,0.113,4,   ,        ,       ,0,Simbad,
207,FSR_0569         , , ,37.785,72.48,130.356,11.058,0.02,0.075,0.13,-1.66,1.13,       ,        ,0,3,21,50,2375,1.312,12.3,0.63,0.42,0.06,8.375,       ,    ,   ,        ,       ,0,Simbad,
208,NGC_956          , , ,37.995,44.58,141.153,-14.709,0.02,0.075,0.14,0.98,0.07,       ,        ,0,4,17,52,2613,0.354,12.2,0.17,0.113,0.03,9.1,       ,    ,dub,        ,       ,0,Simbad,
209,IC_1805          , , ,38.182,61.455,134.722,0.921,0.045,0.15,0.27,-1.4,-2.23,-48.5,6.11,6,13,150,486,1700,0.799,11.41,0.384,0.256,-0.01,7.25,       ,    ,   ,        ,       ,0,Simbad,
210,Czernik_8        , , ,38.254,58.768,135.78,-1.55,0.013,0.05,0.09,-0.6,-0.26,       ,        ,0,3,29,87,1410,0.799,11.003,0.384,0.256,-0.015,8.175,       ,1,   ,        ,       ,0,Simbad,
211,NGC_957          , , ,38.377,57.573,136.297,-2.629,0.04,0.17,0.29,-1.01,1.39,-40.9,3,4,28,238,568,1900,0.631,11.597,0.303,0.202,-0.005,7.25,       ,    ,   ,        ,       ,0,Simbad,
212,Czernik_9        , , ,38.385,59.875,135.418,-0.502,0.012,0.05,0.09,-2.62,-3.09,       ,        ,0,3,32,71,1900,1.049,11.731,0.504,0.336,0,8.75,       ,    ,   ,        ,       ,0,Simbad,
213,Czernik_10       , , ,38.475,60.18,135.342,-0.203,0.02,0.045,0.09,-4.33,-2.86,       ,        ,0,11,30,68,2500,1.349,12.424,0.648,0.432,0,8.502,0.051,6,dub,        ,       ,0,Simbad,
215,SAI_21           , , ,38.707,62.588,134.514,2.061,0.015,0.06,0.09,-1.25,-2.1,       ,        ,0,2,24,44,1900,0.65,11.603,0.312,0.208,0,8.95,       ,    ,   ,        ,       ,0,Simbad,
216,King_4           , , ,39.022,59.025,136.046,-1.159,0.015,0.09,0.18,-1.74,-0.09,-58.3,        ,1,4,89,242,2801,0.895,12.525,0.43,0.287,-0.01,8.205,0.02,9,   ,        ,       ,0,Simbad,
218,Czernik_11       ,n,o,39.144,59.634,135.864,-0.575,0.02,0.06,0.13,-1.23,-3.11,       ,        ,0,3,25,98,1500,0.999,11.202,0.48,0.32,0.01,8.555,0.056,4,   ,        ,       ,0,Simbad,
219,Trumpler_2       , , ,39.367,55.95,137.433,-3.911,0.07,0.2,0.44,0.78,-4,-27.5,11.5,2,21,111,480,670,0.321,9.234,0.154,0.103,-0.01,7.925,       ,    ,   ,        ,       ,0,Simbad,
220,FSR_0611         ,r,o,39.382,56.405,137.259,-3.49,0.018,0.075,0.165,2.09,-3.48,       ,        ,0,5,26,116,1000,0.5,10.161,0.24,0.16,-0.01,8.75,       ,    ,irc,        ,       ,0,Simbad,
221,Berkeley_65      , , ,39.75,60.4,135.836,0.248,0.025,0.06,0.11,0.12,-2.57,       ,        ,0,22,59,137,2501,1.099,12.344,0.528,0.352,-0.02,7.2,       ,    ,   ,        ,       ,0,Simbad,
222,Czernik_12       , , ,39.843,54.913,138.099,-4.752,0.02,0.055,0.125,-0.78,-0.34,       ,        ,0,16,38,112,2000,0.26,11.589,0.125,0.083,-0.02,9.1,       ,    ,   ,        ,       ,0,Simbad,
223,NGC_1039         , , ,40.549,42.79,143.659,-15.584,0.16,0.375,0.73,-0.28,-6.73,-18.2,1.4,3,106,290,513,510,0.077,8.563,0.037,0.025,0.005,8.383,0.077,5,   ,0.07,0.03,4,Simbad,
224,FSR_0614         , , ,40.62,56.735,137.749,-2.912,0.018,0.06,0.13,0.17,-2.66,       ,        ,0,5,31,109,2787,0.854,12.5,0.41,0.273,0,6.75,       ,    ,irc,        ,       ,0,Simbad,
225,NGC_1027         , , ,40.665,61.62,135.742,1.543,0.025,0.13,0.235,-2.22,-0.83,15,3.8,1,5,118,273,950,0.25,9.969,0.12,0.08,0,8.55,       ,    ,   ,        ,       ,0,Simbad,
227,Czernik_13       , , ,41.113,62.318,135.642,2.265,0.013,0.05,0.1,0.29,-0.32,       ,        ,0,7,37,145,4101,0.949,13.37,0.456,0.304,0,6.855,       ,    ,   ,        ,       ,0,Simbad,
228,ASCC_9           , , ,41.745,57.745,137.874,-1.739,0.03,0.1,0.21,-0.32,-2.5,-41.8,1.25,2,11,119,415,2901,0.899,12.602,0.432,0.288,0,7,       ,    ,   ,        ,       ,0,Simbad,
232,Teutsch_162      , , ,41.917,61.973,136.129,2.113,0.02,0.06,0.11,-1.45,-1.56,       ,        ,0,4,21,37,1600,0.949,11.326,0.456,0.304,0,7,       ,    ,   ,        ,       ,0,Simbad,
235,IRAS_02459+6029  ,r,o,42.697,60.65,137.045,1.088,0.02,0.038,0.07,-2.32,2.72,       ,        ,0,4,8,13,12998,1.801,16.149,0.865,0.577,0.02,7.9,       ,    ,   ,        ,       ,0,Simbad,
236,IC_1848          , , ,42.777,60.41,137.186,0.89,0.045,0.16,0.27,-0.79,-0.89,-47.4,6.87,4,33,140,254,1500,0.67,11.096,0.322,0.215,-0.05,6.85,       ,    ,   ,        ,       ,0,Simbad,
237,FSR_0576         ,r,o,42.922,69.245,133.277,8.822,0.01,0.06,0.11,4.21,-0.18,       ,        ,0,1,6,13,5200,2.082,14.25,1,0.667,0,8.55,       ,    ,   ,        ,       ,0,Simbad,
240,IRAS_02497+6217  , , ,43.627,62.525,136.598,2.962,0.03,0.125,0.215,0.79,-1.42,       ,        ,0,4,38,95,2056,1.041,11.9,0.5,0.333,0,6.8,       ,    ,emb,        ,       ,0,Simbad,
242,IRAS_02511+6023  ,r,o,43.815,60.6,137.557,1.29,0.01,0.045,0.07,-1.49,-0.92,       ,        ,0,2,9,24,2028,0.729,11.77,0.35,0.233,-0.02,7.8,       ,    ,irc,        ,       ,0,Simbad,
243,FSR_0581         , , ,44.026,68.825,133.827,8.63,0.02,0.08,0.14,0.76,-3.04,       ,        ,0,5,25,55,930,0.799,10.1,0.384,0.256,0,8.4,       ,    ,   ,        ,       ,0,Simbad,
246,IRAS_02541+6208  , , ,44.82,62.3,137.192,3.018,0.03,0.18,0.32,1.49,-0.76,-53.2,        ,0,3,66,212,2273,2.228,12.5,1.07,0.714,0.11,6.65,       ,    ,emb,        ,       ,0,Simbad,
248,Collinder_33     ,n,o,44.815,60.3,138.134,1.253,0.015,0.09,0.24,2.42,0.53,18,        ,1,2,37,355,1100,0.35,10.32,0.168,0.112,-0.05,8.347,       ,1,   ,        ,       ,0,Simbad,
249,SAI_24           , , ,44.865,60.55,138.037,1.485,0.025,0.045,0.115,-1.42,-0.2,-40,        ,1,6,15,54,1000,0.5,10.161,0.24,0.16,-0.07,7.2,       ,    ,   ,        ,       ,0,Simbad,
250,SAI_25           , , ,45.097,57.285,139.688,-1.334,0.01,0.07,0.135,2.04,1.94,       ,        ,0,4,44,92,2300,0.97,12.121,0.466,0.311,-0.025,9.185,0.029,13,   ,        ,       ,0,Simbad,
252,IRAS_02575+6017  ,n,o,45.327,60.503,138.26,1.552,0.02,0.055,0.09,2.18,0.67,-39.1,        ,0,4,12,27,3465,1.713,13.25,0.823,0.549,0,6.05,       ,    ,emb,        ,       ,0,Simbad,
255,Berkeley_66      , , ,46.015,58.74,139.415,0.175,0.02,0.055,0.115,2.81,0.03,-50.6,0.05,2,18,71,221,7002,1.149,14.596,0.552,0.368,-0.02,9.15,       ,    ,   ,-0.48,0.24,2,Simbad,
256,NGC_1193         , , ,46.47,44.38,146.8,-12.176,0.02,0.04,0.08,-1.47,0.42,-82,10.39,4,4,10,27,6000,0.2,13.955,0.096,0.064,-0.02,9.3,       ,    ,   ,-0.293,0.17,4,Simbad,
258,FSR_0612         , , ,47.55,64.28,137.291,5.345,0.02,0.06,0.09,0.58,-1.84,       ,        ,0,7,30,50,1900,0.899,11.683,0.432,0.288,0,9.092,0.037,8,   ,        ,       ,0,Simbad,
260,NGC_1252         ,r,o,47.7,-57.76,274.081,-50.837,0.02,0.12,0.25,5.09,5.18,       ,        ,0,1,9,29,944,0,9.875,0,0,0,9.5,       ,    ,rem,        ,       ,0,Simbad,
261,NGC_1220         , , ,47.922,53.347,143.033,-3.965,0.01,0.04,0.085,0.3,0.4,       ,        ,0,2,22,58,2100,0.75,11.852,0.36,0.24,-0.05,8.2,       ,    ,   ,        ,       ,0,Simbad,
262,Trumpler_3       , , ,48.052,63.15,138.063,4.488,0.04,0.235,0.47,-1.8,1.6,-8.6,1.12,2,12,163,502,620,0.221,9.033,0.106,0.071,-0.015,8.005,       ,    ,   ,        ,       ,0,Simbad,
263,NGC_1261         ,g,o,48.067,-55.216,270.542,-52.125,0.03,0.085,0.145,-2.38,-6.86,68.2,4.6,0,0,15,23,16298,0.01,16.064,0.005,0.003,0.015,10.1,       ,    ,glo,-1.25,       ,15,Simbad,
264,NGC_1245         , , ,48.7,47.253,146.648,-8.913,0.025,0.19,0.37,-2.06,1.66,-29.5,1,15,11,243,470,3000,0.25,12.466,0.12,0.08,-0.025,9.025,0.011,75,   ,0.1,0.15,0,Simbad,
265,King_5           , , ,48.693,52.697,143.768,-4.281,0.02,0.14,0.225,0.6,0.4,-52,2.75,19,9,186,316,2200,0.67,11.928,0.322,0.215,-0.03,9.09,0.02,48,   ,-0.3,0.17,19,Simbad,
266,Stock_23         ,r,c,49.23,60.015,140.179,2.105,0.01,0.11,0.28,-1.35,-1.3,-16.8,4.25,2,2,36,179,450,0.2,8.33,0.096,0.064,-0.04,8.3,       ,    ,   ,        ,       ,0,Simbad,
267,Czernik_14       , , ,49.267,58.605,140.94,0.917,0.013,0.04,0.07,0.33,-2.46,       ,        ,0,3,24,50,2200,1.07,12.056,0.514,0.343,0,8.584,0.035,9,   ,        ,       ,0,Simbad,
270,FSR_0627         ,r,o,50.085,60.26,140.409,2.539,0.01,0.045,0.07,-0.89,-2.56,       ,        ,0,3,15,27,1933,1.145,11.8,0.55,0.367,0.035,8.25,       ,    ,   ,        ,       ,0,Simbad,
271,Czernik_15       ,r,c,50.8,52.233,145.104,-3.985,0.01,0.035,0.075,1.42,-0.01,       ,        ,0,3,16,48,2500,0.849,12.263,0.408,0.272,0.01,7.3,       ,    ,   ,        ,       ,0,Simbad,
272,FSR_0628         , , ,50.8,60.55,140.548,2.974,0.02,0.06,0.1,-1.42,-4.38,       ,        ,0,10,53,89,5001,1.049,13.833,0.504,0.336,0,9.25,       ,    ,irc,        ,       ,0,Simbad,
274,Melotte_20       , , ,51.675,48.8,147.482,-6.533,0.25,2,6.1,21.49,-26.11,-1.4,0.65,90,12,209,621,175,0.09,6.244,0.043,0.029,-0.04,7.7,       ,    ,ass,        ,       ,0,Simbad,
275,ASCC_10          , , ,51.765,35.03,155.615,-17.787,0.045,0.2,0.53,-2.9,-1.6,       ,        ,0,3,41,205,700,0.1,9.258,0.048,0.032,0,8.717,0.03,6,   ,        ,       ,0,Simbad,
277,King_6           , , ,52.012,56.465,143.342,-0.073,0.025,0.12,0.26,2.45,-1.82,       ,        ,0,11,153,449,632,0.3,9.1,0.144,0.096,-0.08,8.975,       ,1,   ,0.46,       ,0,Simbad,
278,Alessi_13        ,m,o,52.02,-35.87,237.599,-55.733,0.15,2.08,3.18,35.8,-3.27,19.5,3,3,3,75,209,112,0.021,5.253,0.01,0.007,-0.02,8.72,       ,    ,   ,0.06,0.15,1,Simbad,
279,NGC_1333         ,n,o,52.23,31.37,158.25,-20.498,0.05,0.325,0.57,5.51,-10.28,       ,        ,0,1,18,35,324,1.239,7.951,0.595,0.397,-0.06,6.8,       ,    ,emb,        ,       ,0,Simbad,
282,Czernik_16       , , ,52.792,52.632,145.888,-2.974,0.02,0.075,0.145,-2.62,-0.89,       ,        ,0,10,80,214,2700,1.149,12.527,0.552,0.368,0,7.3,       ,    ,   ,        ,       ,0,Simbad,
283,NGC_1342         , , ,53.004,37.357,155.022,-15.318,0.035,0.105,0.275,-3.12,-5.5,-11.5,0.4,2,10,56,190,665,0.331,9.221,0.159,0.106,-0.01,8.6,       ,    ,   ,-0.16,0.11,0,Simbad,
284,ASCC_11          , , ,53.07,44.84,150.558,-9.236,0.05,0.21,0.41,1.26,-4.75,0.7,5.64,3,12,145,407,837,0.271,9.701,0.13,0.087,-0.01,8.345,       ,1,   ,        ,       ,0,Simbad,
285,FSR_0632         , , ,53.145,59.21,142.276,2.527,0.015,0.06,0.155,1.87,-2.32,       ,        ,0,5,31,146,1037,0.687,10.3,0.33,0.22,-0.015,8.35,       ,    ,   ,        ,       ,0,Simbad,
286,Berkeley_9       , , ,53.163,52.65,146.062,-2.83,0.025,0.065,0.13,-2.39,-2.43,       ,        ,0,23,76,185,1550,0.75,11.193,0.36,0.24,-0.02,9.3,0.041,17,   ,        ,       ,0,Simbad,
288,FSR_0682         ,r,o,53.355,36.826,155.584,-15.577,0.01,0.05,0.115,-0.32,-4.02,       ,        ,0,3,9,29,1800,0.631,11.479,0.303,0.202,0,8.55,       ,1,   ,        ,       ,0,Simbad,
289,NGC_1348         , , ,53.55,51.4,146.981,-3.712,0.015,0.06,0.11,1.92,-3.35,       ,        ,0,7,47,85,1800,0.849,11.55,0.408,0.272,-0.01,8.45,       ,    ,   ,0.07,       ,0,Simbad,
290,Berkeley_10      , , ,54.9,66.49,138.615,8.881,0.03,0.14,0.235,-1.72,-1.22,       ,        ,0,13,103,172,2201,0.799,11.97,0.384,0.256,-0.03,8.81,0.025,25,   ,-0.49,       ,0,Simbad,
291,SAI_30           ,r,c,55.185,82.22,128.542,21.263,0.01,0.035,0.08,-1.83,2.54,       ,        ,0,2,7,14,2600,0.881,12.358,0.423,0.282,0.02,8.148,       ,1,   ,        ,       ,0,Simbad,
292,FSR_0634         ,r,c,55.095,59.43,142.952,3.29,0.01,0.05,0.1,0.39,0.3,       ,        ,0,4,29,69,2301,1.149,12.179,0.552,0.368,-0.035,8.952,0.055,11,irc,        ,       ,0,Simbad,
293,FSR_0691         ,r,o,55.335,34.655,158.288,-16.307,0.015,0.06,0.135,2.29,-4.97,       ,        ,0,3,15,33,1600,0.799,11.278,0.384,0.256,-0.01,9.04,0.029,5,   ,        ,       ,0,Simbad,
301,IC_348           , , ,56.152,32.15,160.501,-17.812,0.025,0.125,0.26,4.33,-10.17,16,3.77,3,1,26,48,480,1.049,8.744,0.504,0.336,-0.045,6.78,       ,    ,   ,        ,       ,0,Simbad,
304,Juchert_11       , , ,56.835,53.902,147.076,-0.515,0.02,0.05,0.09,-3.25,-5.02,       ,        ,0,9,28,51,3000,1.901,12.997,0.913,0.609,-0.015,8.9,       ,    ,   ,        ,       ,0,Simbad,
305,Melotte_22       , , ,56.505,24.37,166.199,-23.489,0.35,2.5,6.2,19.4,-46,5.5,0.33,106,33,307,488,130,0.021,5.576,0.01,0.007,-0.02,8.15,       ,    ,   ,-0.036,0.116,21,Simbad,
306,Tombaugh_5       , , ,57.015,59.07,143.952,3.604,0.02,0.13,0.27,1.2,-1.42,-5.8,0.3,1,11,224,688,1350,0.55,10.829,0.264,0.176,-0.05,8.846,0.014,24,   ,        ,       ,0,Simbad,
307,Per_OB2          ,a,o,57.757,35.1,159.582,-14.696,0.3,1.4,3.2,2.59,-4.31,23,2.08,10,52,931,4262,400,0.2,8.075,0.096,0.064,-0.04,7.355,       ,1,ass,        ,       ,0,Simbad,
308,NGC_1444         , , ,57.349,52.64,148.101,-1.314,0.015,0.06,0.1,-2.26,-4.2,2,2.86,2,3,19,32,1300,0.6,10.763,0.288,0.192,-0.01,6.85,       ,    ,   ,        ,       ,0,Simbad,
311,Czernik_17       ,r,o,58.105,61.96,142.548,6.189,0.02,0.04,0.07,0.17,-2.19,       ,        ,0,8,19,27,2900,0.75,12.553,0.36,0.24,0.02,8.98,       ,    ,   ,        ,       ,0,Simbad,
313,Juchert_9        ,r,o,58.837,58.4,145.11,3.681,0.01,0.035,0.07,-0.51,1.76,       ,        ,0,1,8,29,3971,1.416,13.45,0.68,0.454,0.013,6.7,       ,    ,   ,        ,       ,0,Simbad,
314,FSR_0654         ,r,o,58.9,54.017,147.948,0.339,0.02,0.04,0.07,-1.49,1.18,       ,        ,0,5,14,26,4000,1.42,13.467,0.682,0.455,0.02,8.508,0.054,8,irc,        ,       ,0,Simbad,
315,FSR_0655         ,r,o,59.043,53.877,148.102,0.285,0.013,0.06,0.09,1.21,-2.24,       ,        ,0,2,12,21,1742,1.228,11.601,0.59,0.394,0,8.72,       ,    ,irc,        ,       ,0,Simbad,
317,FSR_0724         ,r,o,59.283,32.021,162.682,-16.169,0.015,0.07,0.12,0.26,-7.97,       ,        ,0,2,20,39,1685,0.521,11.3,0.25,0.167,0,9.095,0.036,3,   ,        ,       ,0,Simbad,
